Date,Open,High,Low,Close,Adj Close,Volume
2012-04-25,283.20001220703125,288.95001220703125,274.0,277.75,207.16944885253906,374077
2012-04-26,280.0,285.3999938964844,275.5,277.29998779296875,206.83383178710938,510709
2012-04-27,278.0,288.95001220703125,278.0,282.1499938964844,210.45132446289062,525079
2012-04-30,283.0,289.0,281.20001220703125,286.3999938964844,213.62136840820312,184008
2012-05-02,290.0,304.3999938964844,287.1000061035156,301.29998779296875,224.73501586914062,1217569
2012-05-03,302.3999938964844,305.8999938964844,291.79998779296875,293.0,218.544189453125,476860
2012-05-04,293.5,293.5,286.29998779296875,288.54998779296875,215.22499084472656,435484
2012-05-07,285.3500061035156,299.8999938964844,282.5,296.54998779296875,221.1920928955078,192381
2012-05-08,300.25,305.0,292.1499938964844,296.1499938964844,220.89373779296875,366197
2012-05-09,292.3999938964844,297.1499938964844,287.20001220703125,291.3999938964844,217.350830078125,119431
2012-05-10,294.25,299.0,291.95001220703125,294.04998779296875,219.3273468017578,167184
2012-05-11,293.5,298.45001220703125,290.0,295.25,220.22251892089844,130241
2012-05-14,296.04998779296875,301.3500061035156,284.1499938964844,288.45001220703125,215.1504364013672,333321
2012-05-15,288.0,302.3500061035156,281.1499938964844,287.70001220703125,214.591064453125,1344066
2012-05-16,283.5,284.70001220703125,270.1000061035156,274.1499938964844,204.48431396484375,555919
2012-05-17,275.1000061035156,278.70001220703125,261.29998779296875,263.6499938964844,196.65252685546875,695419
2012-05-18,262.0,268.8999938964844,256.0,266.75,198.96475219726562,746019
2012-05-21,271.29998779296875,271.29998779296875,256.6000061035156,257.6000061035156,192.13990783691406,972601
2012-05-22,261.0,262.0,253.0,253.3000030517578,188.93255615234375,783245
2012-05-23,253.0,258.70001220703125,250.0500030517578,250.35000610351562,186.73223876953125,630910
2012-05-24,253.8000030517578,254.0,248.75,249.85000610351562,186.35931396484375,662861
2012-05-25,248.9499969482422,254.0,244.64999389648438,250.9499969482422,187.1798095703125,768041
2012-05-28,245.0,256.3999938964844,245.0,247.1999969482422,184.38272094726562,1203258
2012-05-29,245.0,250.10000610351562,245.0,247.14999389648438,184.34542846679688,765434
2012-05-30,248.60000610351562,250.5,243.35000610351562,243.9499969482422,181.9585723876953,731472
2012-05-31,243.9499969482422,245.60000610351562,237.6999969482422,239.0,178.26644897460938,1473492
2012-06-01,238.0500030517578,239.89999389648438,225.0,227.0500030517578,169.3531494140625,1347127
2012-06-04,226.0,234.5,219.39999389648438,224.4499969482422,167.41380310058594,1283579
2012-06-05,229.64999389648438,233.0,226.1999969482422,227.3000030517578,169.5395965576172,1106448
2012-06-06,234.5,236.60000610351562,228.14999389648438,234.75,175.0964813232422,1067898
2012-06-07,237.0,239.89999389648438,234.35000610351562,236.60000610351562,176.47633361816406,609221
2012-06-08,237.9499969482422,261.79998779296875,234.5500030517578,257.79998779296875,192.2890625,2801391
2012-06-11,260.0,262.04998779296875,245.14999389648438,247.85000610351562,184.86752319335938,1396606
2012-06-12,246.60000610351562,257.3500061035156,244.39999389648438,254.9499969482422,190.1632843017578,1221070
2012-06-13,255.0500030517578,257.3500061035156,253.10000610351562,254.60000610351562,189.90223693847656,669224
2012-06-14,255.3000030517578,267.95001220703125,255.25,262.20001220703125,195.5709686279297,1813635
2012-06-15,264.04998779296875,267.0,258.0,264.25,197.1000213623047,1480166
2012-06-18,266.8500061035156,268.8500061035156,263.6499938964844,265.04998779296875,197.69674682617188,692723
2012-06-19,245.9499969482422,276.3999938964844,245.9499969482422,268.79998779296875,200.49380493164062,2521008
2012-06-20,270.3999938964844,280.79998779296875,267.8500061035156,278.75,207.9153289794922,942552
2012-06-21,278.79998779296875,282.79998779296875,276.1000061035156,278.75,207.9153289794922,1147010
2012-06-22,277.95001220703125,284.79998779296875,273.8500061035156,281.3500061035156,209.85470581054688,1069656
2012-06-25,281.95001220703125,301.0,280.20001220703125,292.95001220703125,218.5069580078125,2421443
2012-06-26,295.1000061035156,304.8500061035156,295.1000061035156,300.95001220703125,224.47401428222656,2388934
2012-06-27,302.1000061035156,305.04998779296875,298.6000061035156,302.6499938964844,225.74205017089844,798304
2012-06-28,325.0,325.0,295.8999938964844,298.3500061035156,222.5347137451172,2305474
2012-06-29,302.95001220703125,303.8999938964844,296.0,301.79998779296875,225.1079559326172,1053289
2012-07-02,302.3999938964844,310.8500061035156,300.0,304.20001220703125,226.89810180664062,2455896
2012-07-03,305.20001220703125,326.1499938964844,305.20001220703125,324.45001220703125,242.0022735595703,2515510
2012-07-04,325.79998779296875,326.1499938964844,311.0,314.29998779296875,234.4314727783203,963703
2012-07-05,314.8500061035156,324.0,314.0,317.8500061035156,237.07943725585938,1081918
2012-07-06,319.54998779296875,319.54998779296875,309.1000061035156,314.04998779296875,234.24505615234375,670238
2012-07-09,313.75,313.75,305.29998779296875,305.95001220703125,228.20346069335938,488642
2012-07-10,306.3999938964844,308.8999938964844,301.25,302.75,225.8165740966797,719983
2012-07-11,303.0,304.70001220703125,296.5,297.8500061035156,222.1616973876953,573964
2012-07-12,297.8500061035156,303.0,292.04998779296875,301.29998779296875,224.73501586914062,305729
2012-07-13,302.25,304.95001220703125,295.29998779296875,296.79998779296875,221.3784942626953,664842
2012-07-16,297.1000061035156,303.1000061035156,295.04998779296875,300.70001220703125,224.2875213623047,666366
2012-07-17,301.0,303.0,297.6000061035156,299.54998779296875,223.42971801757812,609485
2012-07-18,299.54998779296875,299.54998779296875,291.1499938964844,293.6499938964844,219.02899169921875,243998
2012-07-19,293.8999938964844,298.1000061035156,291.5,296.20001220703125,220.93101501464844,378427
2012-07-20,298.8999938964844,298.8999938964844,287.1000061035156,288.45001220703125,215.1504364013672,340893
2012-07-23,288.45001220703125,288.45001220703125,280.0,280.6499938964844,209.3325653076172,385348
2012-07-24,281.0,289.0,278.6000061035156,287.20001220703125,214.21810913085938,365911
2012-07-25,287.0,292.3500061035156,282.0,286.1000061035156,213.39759826660156,1030516
2012-07-26,289.0,299.0,282.75,295.8999938964844,220.707275390625,1117203
2012-07-27,292.0,292.0,227.89999389648438,261.3500061035156,194.9369659423828,10278905
2012-07-30,263.0,267.1000061035156,254.1999969482422,256.54998779296875,191.356689453125,2397024
2012-07-31,260.45001220703125,277.0,256.70001220703125,263.95001220703125,196.87628173828125,7435923
2012-08-01,265.70001220703125,274.29998779296875,265.0,272.1000061035156,202.95523071289062,1411848
2012-08-02,273.6000061035156,277.54998779296875,270.04998779296875,271.75,202.6941375732422,732219
2012-08-03,269.70001220703125,278.70001220703125,265.29998779296875,271.1499938964844,202.2466278076172,1937125
2012-08-06,272.0,284.79998779296875,272.0,282.1000061035156,210.4141082763672,1568472
2012-08-07,285.04998779296875,294.0,285.04998779296875,290.0,216.30653381347656,1706414
2012-08-08,295.0,299.6000061035156,292.3999938964844,297.0,221.52780151367188,1239512
2012-08-09,296.95001220703125,304.8999938964844,291.3999938964844,302.5,227.5455322265625,1184350
2012-08-10,302.0,312.45001220703125,301.6000061035156,310.79998779296875,233.78880310058594,1099609
2012-08-13,312.0,314.70001220703125,299.54998779296875,301.95001220703125,227.13177490234375,795644
2012-08-14,303.0,311.20001220703125,300.25,307.70001220703125,231.45700073242188,440100
2012-08-16,304.04998779296875,310.70001220703125,304.0,305.0,229.42599487304688,475216
2012-08-17,305.1000061035156,308.3999938964844,299.45001220703125,301.75,226.9813232421875,335840
2012-08-21,301.20001220703125,304.8999938964844,296.3500061035156,301.6499938964844,226.90615844726562,404062
2012-08-22,300.70001220703125,309.79998779296875,298.8500061035156,304.70001220703125,229.20033264160156,649992
2012-08-23,301.20001220703125,308.54998779296875,298.29998779296875,299.5,225.28884887695312,462482
2012-08-24,297.75,302.6000061035156,296.1499938964844,298.3999938964844,224.46144104003906,285065
2012-08-27,293.45001220703125,299.8999938964844,291.79998779296875,294.79998779296875,221.75341796875,327449
2012-08-28,294.95001220703125,295.20001220703125,282.3999938964844,287.6000061035156,216.3374481201172,270907
2012-08-29,287.0,289.8999938964844,280.1000061035156,284.6000061035156,214.08082580566406,184970
2012-08-30,284.6000061035156,300.8999938964844,281.1000061035156,295.3999938964844,222.20469665527344,411154
2012-08-31,294.70001220703125,303.0,286.3999938964844,290.6000061035156,218.59408569335938,676998
2012-09-03,292.70001220703125,296.79998779296875,290.5,292.8999938964844,220.32421875,187761
2012-09-04,291.45001220703125,298.5,291.45001220703125,295.29998779296875,222.1295166015625,274327
2012-09-05,293.5,298.79998779296875,293.5,297.54998779296875,223.8219757080078,231358
2012-09-06,298.04998779296875,307.3999938964844,295.1000061035156,303.95001220703125,228.63624572753906,703081
2012-09-07,306.6000061035156,310.6499938964844,304.29998779296875,308.04998779296875,231.7202911376953,708726
2012-09-10,312.0,312.0,306.1000061035156,306.8500061035156,230.81759643554688,417148
2012-09-11,307.0,308.8500061035156,303.04998779296875,304.8999938964844,229.3507537841797,344861
2012-09-12,306.70001220703125,312.6000061035156,304.8999938964844,310.1000061035156,233.26229858398438,798434
2012-09-13,310.25,316.3999938964844,303.29998779296875,306.5,231.11329650878906,1269351
2012-09-14,309.3999938964844,311.8999938964844,304.3500061035156,307.8999938964844,232.1689910888672,407583
2012-09-17,310.0,325.8999938964844,308.0,324.20001220703125,244.4597930908203,1400580
2012-09-18,320.0,336.6499938964844,315.0,329.8500061035156,248.72018432617188,1004529
2012-09-20,325.75,326.20001220703125,315.0,319.0,240.53878784179688,549701
2012-09-21,321.79998779296875,344.75,321.79998779296875,325.1499938964844,245.1761474609375,704879
2012-09-24,324.20001220703125,332.0,320.6000061035156,327.8999938964844,247.24974060058594,635271
2012-09-25,329.6499938964844,331.1499938964844,320.0,322.8500061035156,243.44180297851562,587111
2012-09-26,320.79998779296875,334.8999938964844,315.95001220703125,327.3500061035156,246.8350372314453,1186781
2012-09-27,329.25,342.5,326.20001220703125,338.25,255.0540771484375,1992692
2012-09-28,340.29998779296875,361.79998779296875,340.29998779296875,349.04998779296875,263.19775390625,2198127
2012-10-01,350.0,360.45001220703125,348.25,358.8999938964844,270.625,1901905
2012-10-03,363.0,371.3500061035156,350.1499938964844,364.8999938964844,275.149169921875,1098910
2012-10-04,365.75,370.6000061035156,360.5,364.8500061035156,275.1115417480469,724990
2012-10-05,368.0,368.95001220703125,351.20001220703125,354.5,267.3072509765625,844747
2012-10-08,358.6000061035156,360.0,346.75,350.6000061035156,264.3664855957031,952063
2012-10-09,353.54998779296875,358.6000061035156,348.70001220703125,352.1499938964844,265.53521728515625,523847
2012-10-10,350.70001220703125,355.75,338.20001220703125,340.54998779296875,256.7883605957031,800801
2012-10-11,344.95001220703125,352.8999938964844,336.29998779296875,350.20001220703125,264.06488037109375,859164
2012-10-12,349.8999938964844,359.5,346.04998779296875,351.79998779296875,265.2712097167969,536791
2012-10-15,353.25,366.0,351.70001220703125,364.3999938964844,274.77227783203125,907230
2012-10-16,366.0,370.8500061035156,361.1000061035156,363.1499938964844,273.82977294921875,833352
2012-10-17,358.1000061035156,366.5,355.0,360.45001220703125,271.79376220703125,491494
2012-10-18,364.25,366.8999938964844,360.20001220703125,362.04998779296875,273.00030517578125,508183
2012-10-19,354.8999938964844,373.3500061035156,350.95001220703125,362.6000061035156,273.4148864746094,810544
2012-10-22,357.70001220703125,362.1499938964844,355.6000061035156,359.29998779296875,270.9266662597656,240477
2012-10-23,360.6000061035156,362.6000061035156,355.5,356.6000061035156,268.89080810546875,189411
2012-10-25,356.0,358.29998779296875,339.25,343.45001220703125,258.97509765625,2335094
2012-10-29,321.20001220703125,325.3999938964844,314.1000061035156,315.1499938964844,237.63571166992188,1981687
2012-10-30,314.3500061035156,323.1499938964844,311.0,318.70001220703125,240.31260681152344,2187867
2012-10-31,320.1000061035156,330.5,317.0,329.29998779296875,248.30540466308594,2443071
2012-11-01,329.0,334.0,325.3999938964844,329.95001220703125,248.79550170898438,1129269
2012-11-02,331.75,344.6499938964844,331.1499938964844,343.1000061035156,258.711181640625,1989087
2012-11-05,342.70001220703125,342.70001220703125,334.1000061035156,338.6499938964844,255.3556365966797,330319
2012-11-06,339.6000061035156,345.0,335.3500061035156,343.0,258.6357727050781,594778
2012-11-07,344.79998779296875,344.8999938964844,339.5,341.79998779296875,257.7309265136719,560889
2012-11-08,341.8999938964844,341.8999938964844,324.1499938964844,332.04998779296875,250.37893676757812,658752
2012-11-09,328.0,340.0,325.6499938964844,328.25,247.51370239257812,920996
2012-11-12,328.0,340.0,321.25,337.1000061035156,254.18699645996094,1535287
2012-11-15,344.04998779296875,373.79998779296875,340.6499938964844,368.95001220703125,278.2031555175781,2664172
2012-11-16,371.79998779296875,373.20001220703125,355.0,357.1499938964844,269.305419921875,1109859
2012-11-19,360.0,372.3999938964844,356.0,367.25,276.9212341308594,1471864
2012-11-20,368.3999938964844,383.0,364.70001220703125,376.3999938964844,283.8207092285156,2848564
2012-11-21,377.79998779296875,384.95001220703125,373.0,382.75,290.5386047363281,2271452
2012-11-22,384.29998779296875,388.3999938964844,375.5,378.1000061035156,287.0088806152344,980654
2012-11-23,377.8500061035156,387.75,370.1000061035156,383.75,291.2977294921875,877799
2012-11-26,385.25,391.5,378.04998779296875,379.54998779296875,288.109619140625,1815837
2012-11-27,381.70001220703125,393.1499938964844,379.1000061035156,388.45001220703125,294.8654479980469,2066961
2012-11-29,388.0,414.1000061035156,386.8999938964844,407.0,308.9463195800781,2521780
2012-11-30,409.25,411.75,400.25,408.79998779296875,310.3127746582031,1849781
2012-12-03,405.0,416.0,405.0,409.95001220703125,311.1855773925781,548172
2012-12-04,408.0,419.8999938964844,404.29998779296875,412.8999938964844,313.4248962402344,1250845
2012-12-05,416.0,422.3999938964844,414.0,419.3999938964844,318.3589782714844,1085812
2012-12-06,420.54998779296875,427.0,411.6000061035156,424.54998779296875,322.2681579589844,1320763
2012-12-07,426.70001220703125,431.20001220703125,417.0,419.45001220703125,318.3968811035156,969477
2012-12-10,418.54998779296875,422.95001220703125,411.5,412.75,313.3110656738281,1475866
2012-12-11,413.0,418.8999938964844,391.70001220703125,405.25,307.6178894042969,2161078
2012-12-12,407.0,407.20001220703125,397.45001220703125,404.6000061035156,307.1245422363281,858033
2012-12-13,406.0,411.75,397.6000061035156,400.6000061035156,304.0882873535156,887453
2012-12-14,403.20001220703125,407.3500061035156,393.1000061035156,403.5,306.2895812988281,1473571
2012-12-17,403.54998779296875,410.6000061035156,401.70001220703125,407.75,309.51568603515625,573363
2012-12-18,408.95001220703125,415.45001220703125,403.1000061035156,414.1000061035156,314.3358459472656,1206204
2012-12-19,417.0,419.0,411.45001220703125,413.54998779296875,313.9183044433594,1055616
2012-12-20,413.29998779296875,425.5,413.29998779296875,424.3500061035156,322.11639404296875,1216113
2012-12-21,425.0,427.5,407.5,409.6499938964844,310.95782470703125,924320
2012-12-24,410.8999938964844,420.54998779296875,401.8500061035156,418.6499938964844,317.78961181640625,883795
2012-12-26,421.20001220703125,434.25,420.1000061035156,430.20001220703125,326.5570068359375,1180711
2012-12-27,431.0,434.04998779296875,420.1000061035156,421.8999938964844,320.2566223144531,1168196
2012-12-28,424.8500061035156,427.79998779296875,418.25,420.70001220703125,319.345703125,478350
2012-12-31,422.6000061035156,428.5,419.1000061035156,427.1000061035156,324.2039489746094,990505
2013-01-01,429.04998779296875,432.0,425.1000061035156,430.8500061035156,327.0504150390625,458857
2013-01-02,437.1000061035156,441.20001220703125,428.5,440.0,333.9959716796875,884873
2013-01-03,444.8999938964844,445.3500061035156,439.25,442.6499938964844,336.0075378417969,694207
2013-01-04,442.6499938964844,443.54998779296875,436.20001220703125,439.1499938964844,333.35076904296875,553018
2013-01-07,439.20001220703125,443.29998779296875,435.5,436.8500061035156,331.6049499511719,523046
2013-01-08,438.29998779296875,445.6000061035156,436.70001220703125,442.1499938964844,335.6280212402344,1258752
2013-01-09,442.75,446.5,433.6499938964844,435.8999938964844,330.8838195800781,693827
2013-01-10,441.6000061035156,441.6000061035156,426.5,429.79998779296875,326.2533874511719,706354
2013-01-11,431.70001220703125,435.0,421.1000061035156,423.70001220703125,321.623046875,615863
2013-01-14,426.6000061035156,438.8500061035156,417.75,437.25,331.90863037109375,692755
2013-01-15,438.6499938964844,439.0,430.3500061035156,435.25,330.390380859375,413804
2013-01-16,436.70001220703125,440.0,414.6000061035156,417.3500061035156,316.80279541015625,781592
2013-01-17,417.04998779296875,427.8999938964844,416.75,426.3999938964844,323.6724853515625,361229
2013-01-18,427.5,429.79998779296875,418.1000061035156,419.3999938964844,318.3589782714844,698420
2013-01-21,420.0,426.5,419.0,423.95001220703125,321.812744140625,231891
2013-01-22,425.70001220703125,434.8999938964844,422.04998779296875,424.1000061035156,321.9266357421875,557571
2013-01-23,428.3500061035156,444.29998779296875,427.3999938964844,439.20001220703125,333.3887634277344,2085250
2013-01-24,440.0,445.5,426.6499938964844,431.3500061035156,327.4300842285156,1382757
2013-01-25,432.6000061035156,447.5,428.0,444.8999938964844,337.7154846191406,707836
2013-01-28,447.1000061035156,457.5,441.6000061035156,455.95001220703125,348.0591735839844,1118390
2013-01-29,456.0,478.79998779296875,453.1000061035156,469.6499938964844,358.517333984375,2735530
2013-01-30,469.6499938964844,478.0,449.1000061035156,469.45001220703125,358.3647155761719,1526760
2013-01-31,471.0,475.0,465.5,472.1000061035156,360.38763427734375,1114755
2013-02-01,470.25,484.3500061035156,468.0,479.95001220703125,366.380126953125,1237829
2013-02-04,483.70001220703125,494.8999938964844,481.0,492.0,375.5787353515625,1893672
2013-02-05,493.0,494.3999938964844,472.0,475.0,362.60137939453125,1422967
2013-02-06,477.3500061035156,485.75,476.5,479.75,366.2273864746094,650394
2013-02-07,479.95001220703125,479.95001220703125,465.6499938964844,467.25,356.6853332519531,979628
2013-02-08,469.0,475.0,460.0,468.45001220703125,357.6013488769531,1222967
2013-02-11,470.0,470.79998779296875,462.5,465.8999938964844,355.65478515625,2243520
2013-02-12,462.75,466.3500061035156,447.8999938964844,455.54998779296875,347.75384521484375,1779548
2013-02-13,457.8500061035156,457.95001220703125,435.75,438.45001220703125,334.7002258300781,1116092
2013-02-14,439.5,450.0,435.29998779296875,447.25,341.4178771972656,774357
2013-02-15,446.5,450.79998779296875,436.5,442.75,337.9826965332031,617793
2013-02-18,441.79998779296875,443.6000061035156,431.5,440.04998779296875,335.92156982421875,1213281
2013-02-19,445.0,447.25,434.75,445.0,339.7003173828125,796878
2013-02-20,447.0,451.79998779296875,440.6000061035156,443.6499938964844,338.669677734375,554573
2013-02-21,435.79998779296875,436.6000061035156,409.3500061035156,411.29998779296875,313.9745788574219,1957682
2013-02-22,413.6000061035156,417.0,403.25,410.3999938964844,313.28765869140625,2284294
2013-02-25,414.6000061035156,429.3999938964844,411.95001220703125,427.04998779296875,325.9977722167969,1928298
2013-02-26,425.79998779296875,427.5,419.20001220703125,423.0,322.9061584472656,1046997
2013-02-27,424.0,430.54998779296875,406.70001220703125,424.25,323.86029052734375,1620142
2013-02-28,427.0,434.79998779296875,407.54998779296875,411.04998779296875,313.7838134765625,2041338
2013-03-01,411.04998779296875,443.5,411.0,438.70001220703125,334.89111328125,2017072
2013-03-04,438.70001220703125,440.8999938964844,424.5,431.79998779296875,329.6238098144531,1249352
2013-03-05,431.3999938964844,437.6499938964844,425.45001220703125,431.1000061035156,329.0893859863281,869957
2013-03-06,440.0,440.0,418.0,421.45001220703125,321.72296142578125,1418658
2013-03-07,420.0,430.70001220703125,380.0,428.95001220703125,327.4481201171875,973782
2013-03-08,434.3999938964844,435.29998779296875,426.54998779296875,430.1499938964844,328.3642272949219,573607
2013-03-11,431.25,432.70001220703125,422.04998779296875,423.8500061035156,323.5550842285156,599862
2013-03-12,424.1000061035156,428.54998779296875,421.20001220703125,426.70001220703125,325.7306213378906,432304
2013-03-13,425.0,437.25,422.1499938964844,430.8500061035156,328.89862060546875,1321231
2013-03-14,430.95001220703125,452.0,425.1000061035156,449.5,343.1354064941406,1240884
2013-03-15,449.54998779296875,457.0,443.6000061035156,445.8999938964844,340.3873291015625,1221604
2013-03-18,442.0,447.3999938964844,432.79998779296875,437.5,333.9749755859375,599693
2013-03-19,437.79998779296875,440.3500061035156,404.29998779296875,412.3999938964844,314.814453125,1507201
2013-03-20,412.3999938964844,423.8999938964844,399.6000061035156,418.1000061035156,319.1656799316406,1704989
2013-03-21,418.0,422.8999938964844,380.5,384.20001220703125,293.2873840332031,3499190
2013-03-22,387.0,391.0,376.04998779296875,387.6499938964844,295.9209289550781,2352556
2013-03-25,392.1000061035156,406.0,390.5,395.04998779296875,301.5699157714844,1422682
2013-03-26,390.0,398.8999938964844,374.95001220703125,378.3999938964844,288.8597106933594,1972186
2013-03-28,377.5,397.0,377.5,390.5,298.0965270996094,1684175
2013-04-01,394.5,399.70001220703125,385.1499938964844,389.3999938964844,297.2568359375,909539
2013-04-02,392.70001220703125,398.0,386.04998779296875,393.20001220703125,300.15765380859375,906071
2013-04-03,389.0,395.5,379.29998779296875,380.8500061035156,290.7300720214844,1054070
