41.93014908,273.7999878,1189.199951,904.6500244,447.75,2598.5,870.0499878,294.9649963,285.5534668,427,1443.224976,566,300.0499878,797.8499756,3083.399902,2252.39502,676.4434814,414.25,1217.099976,598.5499878,,3030.550049,158.8500061,825.3499756,229.0454559,1087.449951,500.5499878,240.9499969,163.4299927,714.7999878,906.4000244,614.9000244,5466,5974.399902,137.3333282,192.25,137.7375336,537.4554443,243.6000061,,634.0499878,123.5500031,487.0499878,38.75256348,1180.675049,488,333.9500122,3371.350098,439.1000061,176.8312988
41.71218872,273.9500122,1205.449951,896.5999756,455.25,2619.199951,884,301.6650085,279.5393982,433.7000122,1436.125,573.6500244,305.2999878,777.8499756,3072.399902,2250.070068,673.1901855,417.5750122,1214,594.9500122,,2986.550049,158.8500061,829.8499756,231.2727203,1100.599976,496.9249878,243.3500061,164.4550018,711.75,911.4666748,611.2750244,5508.399902,6027.399902,137.875,192.5,141.0375366,539.5852661,244.8999939,,636.0999756,124.4499969,481.1000061,38.42386627,1184.125,491.5499878,348.1499939,3326.699951,436.6666565,175.1250458
42.39331436,274.8999939,1220.949951,906.5999756,453.1000061,2684.100098,871.9000244,296.0849915,288.2161865,436.9666748,1426.199951,568.25,306.1499939,752.2999878,3091.300049,2219.649902,671.5635986,428.4750061,1212.099976,592.75,,3004.899902,158.8999939,821.5999756,228.2727203,1100.150024,498.875,245.4499969,163.0500031,695.5999756,917.7333374,610.9749756,5502.149902,5890.149902,137.375,194.8000031,140.0625305,528.5647583,242.8999939,,637.3499756,124.4499969,486.6499939,38.62870789,1189.75,500.6000061,359.6499939,3301.399902,445.0333252,178.3500366
43.12893295,287.5,1207.25,916.5,458.0499878,2723.350098,899.75,301.8450012,294.8270874,448.4666748,1432.900024,579.8499756,308.2999878,764,3136.25,2232.435059,670.6340942,422.3250122,1217.199951,593.0999756,,3071.75,162,833.1500244,233.8636322,1127.550049,498.0750122,246.75,175.6499939,698.9500122,928.2000122,613.6749878,5634.950195,5921.799805,137.5,199.6499939,143.1375275,533.6416016,245.3500061,,643.4500122,125.1999969,502.1499939,39.948246,1167.199951,488.1000061,358.0499878,3382.850098,449.7333374,180.1500397
42.85647964,286.0499878,1196.5,929.5,455.2000122,2707.350098,878.4500122,297.855011,293.5875244,443.2333374,1447.474976,582.8499756,306.2000122,737.4000244,3159.149902,2271.774902,662.4622192,407.2000122,1222.349976,596.8250122,,3067.550049,160.75,833.75,234.6818237,1144.050049,486.125,242.6999969,175.1999969,716.8499756,927.2999878,610.2249756,5615.549805,5929.850098,136.6666718,202.5500031,141.6000366,532.4281006,245.8999939,,640.75,124.6500015,497.75,39.97206497,1140.699951,469.75,355.2000122,3322.75,439.9333191,176.2312927
42.9109726,284.7000122,1190.699951,910.0999756,452.75,2723.149902,878.25,299.2650146,291.9348145,435.3999939,1448.949951,576.7000122,300,734.1500244,3060.199951,2299.995117,665.0570679,419.1499939,1223.550049,597.5999756,,3031.449951,158,831.0499878,235.1818237,1159.25,485.1749878,245.8500061,176.0500031,709.25,920.4333496,602,5658.5,5910.850098,135.875,198,139.9125366,533.7902222,247.0500031,,632.0499878,124.75,500.1499939,40.2054863,1151.849976,473.4500122,354.6000061,3291.850098,448.6000061,177.0000458
43.70107651,293.8999939,1196.900024,923.5999756,447.3500061,2740.75,899.75,301.0150146,293.908905,440.2000122,1440.400024,574.9000244,300.6000061,739.3499756,3041.850098,2300.5,657.0401611,418.9249878,1217.25,607.1749878,,3059,164.3999939,830.5499878,236.5454559,1160.699951,485.2749939,248.9499969,178.4499969,712.6500244,925,606.75,5674.850098,5905.75,135.25,198.4499969,139.9125366,539.8081665,248.3000031,,638.5499878,124.4499969,516.25,41.1486969,1157.675049,473.5,361.4500122,3279.449951,442.3333435,178.6875458
44.05526352,295.6499939,1199.300049,934.6500244,453.6000061,2718.550049,896.1500244,301.8500061,296.3420715,440.6000061,1485.050049,576.9500122,316.8500061,740.0999756,3042.449951,2316.13501,664.5148926,416.625,1230.050049,617,,3084.25,174.9499969,841.5,240.6363678,1233.800049,484.5499878,247.5500031,187.5500031,728.4000244,941.5666504,616,5762.350098,5914.799805,137.0833282,197.6499939,142.3500366,537.9260254,252.1499939,,648.2000122,127.5500031,519.25,42.7064209,1162.199951,474.0499878,360.75,3353.100098,446.1333313,178.5750427
43.67383194,292.75,1206,933.5499878,455.2000122,2737.149902,891.2000122,301.8599854,295.4697876,439.5333252,1473.900024,586.25,313.2000122,738.2999878,3008.5,2282.649902,662.6945801,423.8500061,1221.099976,617.5,,3083.199951,177,825.9000244,243.9545441,1219.900024,500.0249939,244.6499939,188.5,727.9500122,966.2333374,606.7000122,5777.350098,5855,144.75,199.5500031,148.5000305,536.5639038,251.25,,644.75,125.1500015,518.25,42.63972855,1172.175049,481.2000122,363.7000122,3352.5,457.0333252,181.2000427
42.77474594,294.0499878,1187.400024,933.25,472.7999878,2708.550049,900.0499878,301.9599915,294.0007019,438.4333191,1470,583.4000244,315,746.2000122,2979.75,2279.35498,655.3360596,425.125,1247.5,616.25,,3046.550049,172.25,827.9500122,243.6818237,1215.650024,487.8999939,249.6499939,188.8999939,727.75,959.166687,608.9249878,5699.5,5899.299805,142.5,201.3000031,147.8625336,540.0805664,250.8999939,,653,128.3500061,514.8499756,42.52539825,1124.650024,488.5,358.3500061,3319.699951,458.7000122,181.7437897
43.48311615,300.6499939,1176.599976,935.25,477.25,2721.649902,917.7000122,301.2600098,292.5316162,445.3999939,1482.875,588.7999878,313.7999878,738,2985.300049,2234.330078,662.0749512,415.2749939,1256.900024,623.8250122,,3091.75,172.6000061,827.5,244.8181763,1217.5,477.8250122,248.8000031,189.3500061,731.2000122,961.8666382,605.5,5676.899902,5883.450195,142.2083282,198.3500061,149.5500336,533.0720215,255.75,,643.5,127.6500015,526.4000244,43.67821121,1129.275024,487.1499939,362.8500061,3340.199951,468.4666748,181.7812958
